id,image_id,category_id,segmentation,area,bbox,iscrowd
5752,1113,37.0,[],45510.0,"[1187.0, 624.0, 410.0, 111.0]",0
5753,1113,37.0,[],66305.0,"[1216.0, 209.0, 445.0, 149.0]",0
5754,1113,37.0,[],48158.0,"[1135.0, 837.0, 199.0, 242.0]",0
5755,1113,37.0,[],83808.0,"[60.0, 642.0, 388.0, 216.0]",0
5756,1113,37.0,[],228010.0,"[222.0, 642.0, 755.0, 302.0]",0
5757,1113,37.0,[],19104.0,"[826.0, 282.0, 96.0, 199.0]",0
5758,1113,37.0,[],95988.0,"[373.0, 333.0, 421.0, 228.0]",0
5759,1113,37.0,[],50808.0,"[653.0, 58.0, 292.0, 174.0]",0
5760,1113,37.0,[],36456.0,"[1474.0, 548.0, 392.0, 93.0]",0
5761,1113,37.0,[],47336.0,"[1490.0, 380.0, 388.0, 122.0]",0
5762,1113,37.0,[],73968.0,"[1035.0, 178.0, 201.0, 368.0]",0
5763,1113,37.0,[],44034.0,"[845.0, 619.0, 246.0, 179.0]",0
5764,1113,37.0,[],27405.0,"[1502.0, 788.0, 203.0, 135.0]",0
5765,1114,37.0,[],37408.0,"[1173.0, 937.0, 334.0, 112.0]",0
5766,1114,37.0,[],53721.0,"[1539.0, 930.0, 381.0, 141.0]",0
5767,1114,37.0,[],44341.0,"[1051.0, 856.0, 319.0, 139.0]",0
5768,1114,37.0,[],114681.0,"[114.0, 685.0, 381.0, 301.0]",0
5769,1114,37.0,[],31750.0,"[430.0, 83.0, 127.0, 250.0]",0
5770,1114,37.0,[],317696.0,"[830.0, 529.0, 1088.0, 292.0]",0
5771,1114,37.0,[],38592.0,"[906.0, 783.0, 134.0, 288.0]",0
5772,1114,37.0,[],18960.0,"[646.0, 760.0, 79.0, 240.0]",0
5773,1114,37.0,[],28980.0,"[1671.0, 265.0, 230.0, 126.0]",0
5774,1114,37.0,[],38437.0,"[1336.0, 212.0, 133.0, 289.0]",0
5775,1114,37.0,[],236034.0,"[592.0, 48.0, 558.0, 423.0]",0
5776,1114,37.0,[],17280.0,"[707.0, 837.0, 72.0, 240.0]",0
5777,1115,37.0,[],6720.0,"[1371.0, 571.0, 112.0, 60.0]",0
5778,1116,37.0,[],9225.0,"[1129.0, 900.0, 123.0, 75.0]",0
5779,1117,37.0,[],18225.0,"[1238.0, 689.0, 135.0, 135.0]",0
5780,1118,37.0,[],27216.0,"[970.0, 356.0, 168.0, 162.0]",0
5781,1119,37.0,[],22442.0,"[144.0, 806.0, 229.0, 98.0]",0
5782,1120,37.0,[],8742.0,"[819.0, 130.0, 93.0, 94.0]",0
5783,1121,37.0,[],4736.0,"[643.0, 908.0, 74.0, 64.0]",0
5784,1122,37.0,[],11877.0,"[1314.0, 147.0, 111.0, 107.0]",0
5785,1123,37.0,[],6954.0,"[1050.0, 753.0, 57.0, 122.0]",0
5786,1124,37.0,[],40766.0,"[1018.0, 418.0, 187.0, 218.0]",0
5787,1125,37.0,[],10349.0,"[1296.0, 1.0, 79.0, 131.0]",0
5788,1126,37.0,[],17182.0,"[659.0, 697.0, 71.0, 242.0]",0
5789,1126,37.0,[],27745.0,"[1660.0, 75.0, 179.0, 155.0]",0
5790,1126,37.0,[],8364.0,"[390.0, 638.0, 51.0, 164.0]",0
5791,1127,37.0,[],33078.0,"[1178.0, 79.0, 149.0, 222.0]",0
5792,1127,37.0,[],37518.0,"[23.0, 637.0, 222.0, 169.0]",0
5793,1127,37.0,[],30184.0,"[1664.0, 589.0, 98.0, 308.0]",0
5794,1127,37.0,[],18960.0,"[1430.0, 310.0, 120.0, 158.0]",0
5795,1128,37.0,[],46336.0,"[1439.0, 429.0, 128.0, 362.0]",0
5796,1128,37.0,[],26593.0,"[68.0, 419.0, 203.0, 131.0]",0
5797,1128,37.0,[],109461.0,"[99.0, 687.0, 341.0, 321.0]",0
5798,1128,37.0,[],11041.0,"[1041.0, 457.0, 61.0, 181.0]",0
5799,1128,37.0,[],15141.0,"[791.0, 378.0, 147.0, 103.0]",0
5800,1128,37.0,[],30545.0,"[201.0, 19.0, 205.0, 149.0]",0
5801,1129,37.0,[],22386.0,"[473.0, 680.0, 182.0, 123.0]",0
5802,1129,37.0,[],88704.0,"[138.0, 609.0, 396.0, 224.0]",0
5803,1129,37.0,[],27048.0,"[826.0, 192.0, 168.0, 161.0]",0
5804,1130,37.0,[],8372.0,"[1663.0, 630.0, 46.0, 182.0]",0
5805,1130,37.0,[],50160.0,"[611.0, 164.0, 285.0, 176.0]",0
5806,1130,37.0,[],28885.0,"[1529.0, 574.0, 109.0, 265.0]",0
5807,1131,37.0,[],7426.0,"[1296.0, 141.0, 79.0, 94.0]",0
5808,1131,37.0,[],3480.0,"[1155.0, 56.0, 40.0, 87.0]",0
5809,1131,37.0,[],5762.0,"[535.0, 265.0, 43.0, 134.0]",0
5810,1131,37.0,[],9888.0,"[1615.0, 157.0, 103.0, 96.0]",0
5811,1131,37.0,[],8211.0,"[949.0, 587.0, 69.0, 119.0]",0
5812,1132,37.0,[],9212.0,"[1672.0, 454.0, 98.0, 94.0]",0
5813,1132,37.0,[],14490.0,"[292.0, 224.0, 90.0, 161.0]",0
5814,1133,37.0,[],22610.0,"[230.0, 610.0, 190.0, 119.0]",0
5815,1134,37.0,[],107882.0,"[1195.0, 605.0, 334.0, 323.0]",0
5816,1134,37.0,[],15624.0,"[1389.0, 338.0, 124.0, 126.0]",0
5817,1134,37.0,[],15369.0,"[1456.0, 793.0, 141.0, 109.0]",0
5818,1134,37.0,[],10586.0,"[1540.0, 937.0, 134.0, 79.0]",0
5819,1135,37.0,[],6745.0,"[903.0, 639.0, 95.0, 71.0]",0
5820,1135,37.0,[],5568.0,"[1174.0, 317.0, 64.0, 87.0]",0
5821,1135,37.0,[],8512.0,"[640.0, 866.0, 76.0, 112.0]",0
5822,1135,37.0,[],4248.0,"[1633.0, 977.0, 72.0, 59.0]",0
5823,1136,37.0,[],29397.0,"[1167.0, 865.0, 239.0, 123.0]",0
5824,1136,37.0,[],107616.0,"[602.0, 771.0, 354.0, 304.0]",0
5825,1137,37.0,[],18792.0,"[219.0, 706.0, 162.0, 116.0]",0
5826,1138,37.0,[],9163.0,"[1628.0, 75.0, 119.0, 77.0]",0
5827,1138,37.0,[],3960.0,"[1506.0, 524.0, 88.0, 45.0]",0
5828,1138,37.0,[],7548.0,"[1149.0, 255.0, 68.0, 111.0]",0
5829,1139,37.0,[],26460.0,"[826.0, 0.0, 210.0, 126.0]",0
5830,1140,37.0,[],38640.0,"[731.0, 605.0, 276.0, 140.0]",0
5831,1141,37.0,[],46500.0,"[1542.0, 814.0, 310.0, 150.0]",0
5832,1142,37.0,[],12614.0,"[1054.0, 390.0, 106.0, 119.0]",0
5833,1143,160.0,[],1485.0,"[1371.0, 930.0, 45.0, 33.0]",0
5834,1143,119.0,[],4130.0,"[1525.0, 843.0, 70.0, 59.0]",0
5835,1143,160.0,[],1224.0,"[1488.0, 805.0, 34.0, 36.0]",0
5836,1143,160.0,[],1680.0,"[1791.0, 865.0, 48.0, 35.0]",0
5837,1143,37.0,[],15540.0,"[1513.0, 120.0, 140.0, 111.0]",0
5838,1144,37.0,[],3069.0,"[1710.0, 810.0, 99.0, 31.0]",0
5839,1144,37.0,[],5880.0,"[504.0, 368.0, 60.0, 98.0]",0
5840,1144,37.0,[],6177.0,"[715.0, 921.0, 71.0, 87.0]",0
5841,1144,37.0,[],8280.0,"[117.0, 690.0, 92.0, 90.0]",0
5842,1144,37.0,[],53357.0,"[1297.0, 800.0, 233.0, 229.0]",0
5843,1144,37.0,[],6785.0,"[176.0, 899.0, 115.0, 59.0]",0
5844,1144,37.0,[],6363.0,"[192.0, 444.0, 101.0, 63.0]",0
5845,1144,37.0,[],15180.0,"[201.0, 200.0, 132.0, 115.0]",0
5846,1144,37.0,[],3552.0,"[1637.0, 661.0, 74.0, 48.0]",0
5847,1144,37.0,[],5382.0,"[664.0, 903.0, 78.0, 69.0]",0
5848,1144,37.0,[],4214.0,"[1592.0, 773.0, 98.0, 43.0]",0
5849,1144,37.0,[],1785.0,"[688.0, 724.0, 35.0, 51.0]",0
5850,1144,37.0,[],7623.0,"[783.0, 1.0, 63.0, 121.0]",0
5851,1144,37.0,[],3600.0,"[1063.0, 926.0, 75.0, 48.0]",0
5852,1144,37.0,[],4480.0,"[1066.0, 540.0, 64.0, 70.0]",0
5853,1144,37.0,[],8162.0,"[308.0, 916.0, 77.0, 106.0]",0
5854,1144,37.0,[],5226.0,"[421.0, 820.0, 78.0, 67.0]",0
5855,1144,37.0,[],2387.0,"[705.0, 500.0, 77.0, 31.0]",0
5856,1144,37.0,[],8772.0,"[245.0, 565.0, 68.0, 129.0]",0
5857,1144,37.0,[],2898.0,"[900.0, 762.0, 42.0, 69.0]",0
5858,1144,37.0,[],4250.0,"[461.0, 786.0, 50.0, 85.0]",0
5859,1144,37.0,[],2275.0,"[1483.0, 712.0, 65.0, 35.0]",0
5860,1144,37.0,[],2346.0,"[768.0, 760.0, 46.0, 51.0]",0
5861,1144,37.0,[],20952.0,"[1308.0, 245.0, 194.0, 108.0]",0
5862,1145,37.0,[],16975.0,"[1287.0, 814.0, 175.0, 97.0]",0
5863,1145,37.0,[],12927.0,"[1074.0, 259.0, 139.0, 93.0]",0
5864,1145,37.0,[],17172.0,"[1178.0, 18.0, 106.0, 162.0]",0
5865,1145,37.0,[],10700.0,"[1484.0, 165.0, 107.0, 100.0]",0
5866,1145,37.0,[],4224.0,"[854.0, 903.0, 88.0, 48.0]",0
5867,1145,37.0,[],22575.0,"[1608.0, 803.0, 175.0, 129.0]",0
5868,1145,37.0,[],19549.0,"[565.0, 182.0, 113.0, 173.0]",0
5869,1145,37.0,[],9430.0,"[1478.0, 236.0, 82.0, 115.0]",0
5870,1145,37.0,[],6912.0,"[904.0, 566.0, 64.0, 108.0]",0
5871,1145,37.0,[],19488.0,"[1499.0, 370.0, 168.0, 116.0]",0
5872,1145,37.0,[],22842.0,"[27.0, 198.0, 243.0, 94.0]",0
5873,1145,37.0,[],6006.0,"[415.0, 337.0, 91.0, 66.0]",0
5874,1145,37.0,[],7424.0,"[1530.0, 742.0, 58.0, 128.0]",0
5875,1145,37.0,[],6313.0,"[1035.0, 626.0, 59.0, 107.0]",0
5876,1145,37.0,[],13650.0,"[1277.0, 32.0, 105.0, 130.0]",0
5877,1145,37.0,[],9216.0,"[637.0, 891.0, 128.0, 72.0]",0
5878,1145,37.0,[],31290.0,"[391.0, 789.0, 210.0, 149.0]",0
5879,1145,37.0,[],7314.0,"[1125.0, 806.0, 53.0, 138.0]",0
5880,1145,37.0,[],10560.0,"[1657.0, 379.0, 132.0, 80.0]",0
5881,1145,37.0,[],7399.0,"[1263.0, 858.0, 49.0, 151.0]",0
5882,1145,37.0,[],10080.0,"[1560.0, 591.0, 80.0, 126.0]",0
5883,1145,37.0,[],11178.0,"[741.0, 610.0, 138.0, 81.0]",0
5884,1145,37.0,[],6466.0,"[1439.0, 106.0, 122.0, 53.0]",0
5885,1145,37.0,[],8635.0,"[1091.0, 672.0, 55.0, 157.0]",0
5886,1145,37.0,[],6858.0,"[739.0, 554.0, 127.0, 54.0]",0
5887,1145,37.0,[],15210.0,"[564.0, 462.0, 117.0, 130.0]",0
5888,1145,37.0,[],11753.0,"[1077.0, 934.0, 161.0, 73.0]",0
5889,1145,37.0,[],16224.0,"[362.0, 703.0, 96.0, 169.0]",0
5890,1145,37.0,[],9504.0,"[663.0, 552.0, 99.0, 96.0]",0
5891,1145,37.0,[],18135.0,"[1589.0, 200.0, 117.0, 155.0]",0
5892,1145,37.0,[],16660.0,"[112.0, 588.0, 85.0, 196.0]",0
5893,1145,37.0,[],8968.0,"[1323.0, 550.0, 76.0, 118.0]",0
5894,1145,37.0,[],4500.0,"[796.0, 490.0, 90.0, 50.0]",0
5895,1145,37.0,[],17776.0,"[183.0, 395.0, 176.0, 101.0]",0
5896,1145,37.0,[],7920.0,"[1530.0, 285.0, 88.0, 90.0]",0
5897,1145,37.0,[],5220.0,"[1272.0, 446.0, 87.0, 60.0]",0
5898,1146,37.0,[],4216.0,"[1255.0, 615.0, 62.0, 68.0]",0
5899,1147,37.0,[],2440.0,"[1221.0, 353.0, 40.0, 61.0]",0
5900,1147,37.0,[],1968.0,"[654.0, 396.0, 41.0, 48.0]",0
5901,1147,37.0,[],1849.0,"[704.0, 859.0, 43.0, 43.0]",0
5902,1147,37.0,[],2650.0,"[1554.0, 975.0, 50.0, 53.0]",0
5903,1147,37.0,[],2793.0,"[1085.0, 14.0, 49.0, 57.0]",0
5904,1147,37.0,[],10925.0,"[1362.0, 543.0, 115.0, 95.0]",0
5905,1147,37.0,[],9504.0,"[520.0, 934.0, 88.0, 108.0]",0
5906,1148,37.0,[],47685.0,"[311.0, 271.0, 165.0, 289.0]",0
5907,1148,37.0,[],7011.0,"[1502.0, 723.0, 123.0, 57.0]",0
5908,1149,37.0,[],4182.0,"[159.0, 695.0, 82.0, 51.0]",0
5909,1149,37.0,[],3696.0,"[563.0, 650.0, 48.0, 77.0]",0
5910,1149,37.0,[],6608.0,"[786.0, 446.0, 112.0, 59.0]",0
5911,1149,37.0,[],2961.0,"[287.0, 422.0, 47.0, 63.0]",0
5912,1149,37.0,[],4860.0,"[612.0, 686.0, 81.0, 60.0]",0
5913,1149,37.0,[],16000.0,"[98.0, 223.0, 200.0, 80.0]",0
5914,1149,37.0,[],13300.0,"[272.0, 54.0, 140.0, 95.0]",0
5915,1150,37.0,[],766080.0,"[296.0, 439.0, 1216.0, 630.0]",0
5916,1151,37.0,[],18165.0,"[1381.0, 512.0, 105.0, 173.0]",0
5917,1152,37.0,[],7128.0,"[1413.0, 580.0, 72.0, 99.0]",0
5918,1153,37.0,[],23484.0,"[680.0, 320.0, 206.0, 114.0]",0
5919,1154,37.0,[],6399.0,"[983.0, 876.0, 81.0, 79.0]",0
5920,1154,37.0,[],11500.0,"[1154.0, 360.0, 92.0, 125.0]",0
5921,1154,37.0,[],5427.0,"[532.0, 720.0, 67.0, 81.0]",0
5922,1154,37.0,[],6000.0,"[1365.0, 725.0, 75.0, 80.0]",0
5923,1154,37.0,[],5400.0,"[955.0, 776.0, 60.0, 90.0]",0
5924,1155,37.0,[],7224.0,"[755.0, 834.0, 168.0, 43.0]",0
5925,1155,37.0,[],3528.0,"[542.0, 591.0, 56.0, 63.0]",0
5926,1156,37.0,[],4088.0,"[259.0, 702.0, 56.0, 73.0]",0
5927,1157,37.0,[],2376.0,"[906.0, 927.0, 54.0, 44.0]",0
5928,1157,37.0,[],3627.0,"[1306.0, 934.0, 93.0, 39.0]",0
5929,1157,37.0,[],2592.0,"[1323.0, 615.0, 54.0, 48.0]",0
5930,1158,37.0,[],5445.0,"[16.0, 51.0, 99.0, 55.0]",0
5931,1159,37.0,[],3807.0,"[982.0, 380.0, 81.0, 47.0]",0
5932,1160,37.0,[],2584.0,"[277.0, 273.0, 76.0, 34.0]",0
5933,1161,37.0,[],2666.0,"[402.0, 758.0, 43.0, 62.0]",0
5934,1161,37.0,[],5252.0,"[1257.0, 573.0, 101.0, 52.0]",0
5935,1162,37.0,[],43600.0,"[944.0, 801.0, 218.0, 200.0]",0
5936,1162,37.0,[],6720.0,"[753.0, 71.0, 84.0, 80.0]",0
5937,1162,37.0,[],2860.0,"[1030.0, 729.0, 55.0, 52.0]",0
5938,1162,37.0,[],3965.0,"[733.0, 405.0, 61.0, 65.0]",0
5939,1162,37.0,[],16470.0,"[1603.0, 431.0, 270.0, 61.0]",0
5940,1162,37.0,[],6816.0,"[367.0, 415.0, 96.0, 71.0]",0
5941,1162,37.0,[],6305.0,"[694.0, 727.0, 97.0, 65.0]",0
5942,1162,37.0,[],10200.0,"[770.0, 487.0, 100.0, 102.0]",0
5943,1162,37.0,[],10695.0,"[408.0, 761.0, 115.0, 93.0]",0
5944,1162,37.0,[],13536.0,"[468.0, 478.0, 96.0, 141.0]",0
5945,1162,37.0,[],5300.0,"[960.0, 170.0, 100.0, 53.0]",0
5946,1162,37.0,[],3698.0,"[1003.0, 664.0, 86.0, 43.0]",0
5947,1162,37.0,[],6300.0,"[1836.0, 674.0, 84.0, 75.0]",0
5948,1162,37.0,[],36135.0,"[1755.0, 447.0, 165.0, 219.0]",0
5949,1162,37.0,[],17750.0,"[1168.0, 723.0, 142.0, 125.0]",0
5950,1162,37.0,[],10192.0,"[1140.0, 578.0, 104.0, 98.0]",0
5951,1162,37.0,[],6536.0,"[1518.0, 604.0, 86.0, 76.0]",0
5952,1162,37.0,[],5550.0,"[619.0, 460.0, 75.0, 74.0]",0
5953,1162,37.0,[],22425.0,"[1184.0, 325.0, 195.0, 115.0]",0
5954,1162,37.0,[],18602.0,"[1395.0, 99.0, 142.0, 131.0]",0
5955,1162,37.0,[],4968.0,"[678.0, 243.0, 69.0, 72.0]",0
5956,1162,37.0,[],4838.0,"[1376.0, 610.0, 82.0, 59.0]",0
5957,1162,37.0,[],7416.0,"[1049.0, 446.0, 72.0, 103.0]",0
5958,1162,37.0,[],6882.0,"[495.0, 305.0, 62.0, 111.0]",0
5959,1162,37.0,[],32868.0,"[1759.0, 30.0, 132.0, 249.0]",0
5960,1162,37.0,[],8034.0,"[1234.0, 191.0, 78.0, 103.0]",0
5961,1162,37.0,[],7490.0,"[192.0, 389.0, 70.0, 107.0]",0
5962,1163,37.0,[],3430.0,"[1738.0, 658.0, 49.0, 70.0]",0
5963,1164,37.0,[],5400.0,"[1144.0, 284.0, 90.0, 60.0]",0
5964,1164,37.0,[],5162.0,"[724.0, 192.0, 89.0, 58.0]",0
5965,1164,37.0,[],4712.0,"[258.0, 499.0, 76.0, 62.0]",0
5966,1165,37.0,[],5940.0,"[1091.0, 516.0, 90.0, 66.0]",0
5967,1165,37.0,[],5670.0,"[356.0, 767.0, 81.0, 70.0]",0
5968,1165,37.0,[],9600.0,"[541.0, 196.0, 100.0, 96.0]",0
5969,1165,37.0,[],7979.0,"[795.0, 650.0, 79.0, 101.0]",0
5970,1165,37.0,[],4087.0,"[1146.0, 576.0, 61.0, 67.0]",0
5971,1165,37.0,[],2691.0,"[1421.0, 667.0, 39.0, 69.0]",0
5972,1165,37.0,[],11834.0,"[1379.0, 329.0, 122.0, 97.0]",0
5973,1165,37.0,[],7696.0,"[835.0, 352.0, 104.0, 74.0]",0
5974,1165,37.0,[],8652.0,"[609.0, 595.0, 84.0, 103.0]",0
5975,1165,37.0,[],2478.0,"[1140.0, 687.0, 42.0, 59.0]",0
5976,1166,37.0,[],282381.0,"[839.0, 245.0, 597.0, 473.0]",0
5977,1167,37.0,[],370860.0,"[1495.0, 191.0, 420.0, 883.0]",0
5978,1168,37.0,[],8190.0,"[313.0, 683.0, 90.0, 91.0]",0
5979,1168,37.0,[],11800.0,"[942.0, 574.0, 118.0, 100.0]",0
5980,1168,37.0,[],6954.0,"[1863.0, 360.0, 57.0, 122.0]",0
5981,1168,37.0,[],3619.0,"[240.0, 277.0, 47.0, 77.0]",0
5982,1168,37.0,[],2610.0,"[415.0, 669.0, 90.0, 29.0]",0
5983,1168,37.0,[],4089.0,"[892.0, 700.0, 87.0, 47.0]",0
5984,1168,37.0,[],10670.0,"[334.0, 1.0, 110.0, 97.0]",0
5985,1168,37.0,[],11020.0,"[778.0, 657.0, 58.0, 190.0]",0
5986,1168,37.0,[],35574.0,"[433.0, 225.0, 242.0, 147.0]",0
5987,1168,37.0,[],7881.0,"[1.0, 701.0, 111.0, 71.0]",0
5988,1168,37.0,[],3080.0,"[984.0, 1029.0, 88.0, 35.0]",0
5989,1168,37.0,[],5768.0,"[117.0, 457.0, 56.0, 103.0]",0
5990,1168,37.0,[],3654.0,"[864.0, 345.0, 87.0, 42.0]",0
5991,1168,37.0,[],2886.0,"[1151.0, 849.0, 37.0, 78.0]",0
5992,1168,37.0,[],4070.0,"[243.0, 696.0, 55.0, 74.0]",0
5993,1168,37.0,[],3895.0,"[1257.0, 616.0, 95.0, 41.0]",0
5994,1168,37.0,[],2698.0,"[330.0, 265.0, 71.0, 38.0]",0
5995,1168,37.0,[],3900.0,"[1440.0, 85.0, 75.0, 52.0]",0
5996,1168,37.0,[],2765.0,"[274.0, 617.0, 79.0, 35.0]",0
5997,1168,37.0,[],5310.0,"[1270.0, 94.0, 90.0, 59.0]",0
5998,1168,37.0,[],8662.0,"[1494.0, 346.0, 142.0, 61.0]",0
5999,1168,37.0,[],7242.0,"[1134.0, 681.0, 102.0, 71.0]",0
6000,1169,37.0,[],42966.0,"[153.0, 367.0, 126.0, 341.0]",0
6001,1169,37.0,[],6419.0,"[406.0, 680.0, 131.0, 49.0]",0
6002,1169,37.0,[],12814.0,"[1380.0, 899.0, 86.0, 149.0]",0
6003,1169,37.0,[],14210.0,"[1627.0, 655.0, 98.0, 145.0]",0
6004,1169,37.0,[],3888.0,"[1365.0, 409.0, 54.0, 72.0]",0
6005,1169,37.0,[],8176.0,"[872.0, 224.0, 146.0, 56.0]",0
6006,1169,37.0,[],10395.0,"[1243.0, 659.0, 165.0, 63.0]",0
6007,1169,37.0,[],8468.0,"[827.0, 1017.0, 146.0, 58.0]",0
6008,1169,37.0,[],11340.0,"[699.0, 665.0, 180.0, 63.0]",0
6009,1169,37.0,[],3486.0,"[578.0, 558.0, 42.0, 83.0]",0
6010,1169,37.0,[],7107.0,"[221.0, 298.0, 103.0, 69.0]",0
6011,1169,37.0,[],11520.0,"[936.0, 544.0, 128.0, 90.0]",0
6012,1169,37.0,[],8772.0,"[175.0, 50.0, 172.0, 51.0]",0
6013,1169,37.0,[],10950.0,"[659.0, 91.0, 146.0, 75.0]",0
6014,1169,37.0,[],4428.0,"[473.0, 569.0, 41.0, 108.0]",0
6015,1169,37.0,[],5358.0,"[2.0, 505.0, 114.0, 47.0]",0
6016,1169,37.0,[],12051.0,"[17.0, 567.0, 103.0, 117.0]",0
6017,1169,37.0,[],2769.0,"[667.0, 402.0, 71.0, 39.0]",0
6018,1169,37.0,[],8188.0,"[380.0, 742.0, 89.0, 92.0]",0
6019,1169,37.0,[],8118.0,"[446.0, 403.0, 99.0, 82.0]",0
6020,1169,37.0,[],5504.0,"[482.0, 1019.0, 128.0, 43.0]",0
6021,1169,37.0,[],16150.0,"[1284.0, 799.0, 190.0, 85.0]",0
6022,1169,37.0,[],6900.0,"[1469.0, 517.0, 150.0, 46.0]",0
6023,1170,146.0,[],4824.0,"[0.0, 361.0, 72.0, 67.0]",0
6024,1170,146.0,[],8670.0,"[1600.0, 908.0, 102.0, 85.0]",0
6025,1170,203.0,[],25300.0,"[769.0, 389.0, 230.0, 110.0]",0
6026,1170,37.0,[],134190.0,"[427.0, 221.0, 710.0, 189.0]",0
6027,1170,146.0,[],5254.0,"[172.0, 103.0, 74.0, 71.0]",0
6028,1170,146.0,[],11316.0,"[1619.0, 840.0, 123.0, 92.0]",0
6029,1171,105.0,[],6298.0,"[901.0, 145.0, 94.0, 67.0]",0
6030,1171,37.0,[],175683.0,"[16.0, 639.0, 471.0, 373.0]",0
6031,1171,105.0,[],12963.0,"[1692.0, 885.0, 149.0, 87.0]",0
6032,1171,119.0,[],30940.0,"[685.0, 407.0, 238.0, 130.0]",0
6033,1171,146.0,[],3016.0,"[914.0, 240.0, 52.0, 58.0]",0
6034,1171,105.0,[],6956.0,"[1254.0, 482.0, 94.0, 74.0]",0
6035,1171,105.0,[],1558.0,"[846.0, 202.0, 41.0, 38.0]",0
6036,1171,105.0,[],7189.0,"[926.0, 840.0, 91.0, 79.0]",0
6037,1171,105.0,[],4732.0,"[1521.0, 165.0, 91.0, 52.0]",0
6038,1171,105.0,[],5612.0,"[628.0, 406.0, 92.0, 61.0]",0
6039,1172,37.0,[],177060.0,"[692.0, 335.0, 780.0, 227.0]",0
6040,1173,37.0,[],4216.0,"[784.0, 452.0, 62.0, 68.0]",0
6041,1174,37.0,[],7740.0,"[1618.0, 859.0, 129.0, 60.0]",0
6042,1174,37.0,[],3496.0,"[1727.0, 648.0, 76.0, 46.0]",0
6043,1175,37.0,[],31878.0,"[1375.0, 9.0, 198.0, 161.0]",0
6044,1175,37.0,[],42233.0,"[1198.0, 498.0, 269.0, 157.0]",0
6045,1175,37.0,[],17430.0,"[311.0, 160.0, 166.0, 105.0]",0
6046,1176,37.0,[],12104.0,"[1082.0, 648.0, 178.0, 68.0]",0
6047,1176,37.0,[],27985.0,"[600.0, 751.0, 193.0, 145.0]",0
6048,1176,37.0,[],25317.0,"[261.0, 542.0, 97.0, 261.0]",0
6049,1176,37.0,[],14195.0,"[360.0, 428.0, 167.0, 85.0]",0
6050,1176,37.0,[],13680.0,"[560.0, 401.0, 171.0, 80.0]",0
6051,1177,37.0,[],171080.0,"[0.0, 87.0, 520.0, 329.0]",0
6052,1178,37.0,[],817581.0,"[89.0, 127.0, 1173.0, 697.0]",0
6053,1179,37.0,[],22518.0,"[569.0, 155.0, 162.0, 139.0]",0
6054,1179,37.0,[],2688.0,"[883.0, 332.0, 56.0, 48.0]",0
6055,1179,37.0,[],3648.0,"[1356.0, 20.0, 76.0, 48.0]",0
6056,1179,37.0,[],1512.0,"[468.0, 891.0, 63.0, 24.0]",0
6057,1179,37.0,[],17688.0,"[1774.0, 817.0, 134.0, 132.0]",0
6058,1179,37.0,[],12987.0,"[118.0, 477.0, 111.0, 117.0]",0
6059,1179,37.0,[],3010.0,"[795.0, 712.0, 70.0, 43.0]",0
6060,1179,37.0,[],6901.0,"[357.0, 219.0, 67.0, 103.0]",0
6061,1180,37.0,[],2914.0,"[1207.0, 887.0, 47.0, 62.0]",0
6062,1180,37.0,[],2832.0,"[447.0, 328.0, 48.0, 59.0]",0
6063,1180,37.0,[],2583.0,"[708.0, 550.0, 41.0, 63.0]",0
6064,1180,37.0,[],10030.0,"[1608.0, 257.0, 85.0, 118.0]",0
6065,1180,37.0,[],3626.0,"[516.0, 770.0, 74.0, 49.0]",0
6066,1180,37.0,[],4884.0,"[373.0, 803.0, 74.0, 66.0]",0
6067,1180,37.0,[],2684.0,"[784.0, 942.0, 44.0, 61.0]",0
6068,1181,37.0,[],10033.0,"[726.0, 605.0, 127.0, 79.0]",0
6069,1181,37.0,[],3555.0,"[980.0, 1001.0, 79.0, 45.0]",0
6070,1181,37.0,[],5512.0,"[1386.0, 780.0, 106.0, 52.0]",0
6071,1182,37.0,[],13786.0,"[168.0, 577.0, 113.0, 122.0]",0
6072,1182,37.0,[],10553.0,"[856.0, 682.0, 173.0, 61.0]",0
6073,1182,37.0,[],30008.0,"[1668.0, 358.0, 248.0, 121.0]",0
6074,1182,37.0,[],8961.0,"[1648.0, 674.0, 103.0, 87.0]",0
6075,1182,37.0,[],6106.0,"[97.0, 663.0, 43.0, 142.0]",0
6076,1182,37.0,[],5723.0,"[608.0, 300.0, 97.0, 59.0]",0
6077,1183,37.0,[],11468.0,"[1377.0, 491.0, 122.0, 94.0]",0
6078,1183,37.0,[],8494.0,"[543.0, 998.0, 137.0, 62.0]",0
6079,1183,37.0,[],6106.0,"[917.0, 341.0, 71.0, 86.0]",0
6080,1183,37.0,[],18762.0,"[1.0, 644.0, 159.0, 118.0]",0
6081,1183,37.0,[],6450.0,"[680.0, 836.0, 75.0, 86.0]",0
6082,1183,37.0,[],42676.0,"[196.0, 833.0, 227.0, 188.0]",0
6083,1183,37.0,[],25431.0,"[548.0, 663.0, 173.0, 147.0]",0
6084,1183,37.0,[],5226.0,"[656.0, 512.0, 78.0, 67.0]",0
6085,1183,37.0,[],5280.0,"[831.0, 390.0, 88.0, 60.0]",0
6086,1183,37.0,[],8585.0,"[743.0, 151.0, 85.0, 101.0]",0
6087,1183,37.0,[],8832.0,"[819.0, 739.0, 128.0, 69.0]",0
6088,1183,37.0,[],4067.0,"[827.0, 848.0, 83.0, 49.0]",0
