id,categories
42a8a25c-fbd7-48a2-b802-2cead4ac05dc,[37.0]
f12114a9-cb37-437c-9d99-283f81d2c971,[37.0]
5e4d56a4-9941-4111-b33f-19c4da6705d0,[37.0]
0f7366ab-3529-42ba-821b-81a5e9210bf8,[37.0]
175505ef-bcc3-4294-ae49-ace2a4c2a333,[37.0]
92892d25-6723-4336-8fff-9c67c1f872a6,[37.0]
ff68691f-00c8-4238-93cc-958c5578be3f,[37.0]
cf580fab-cd3e-45d9-8e70-8c7d94d2264a,[37.0]
26421e18-37e2-4c8a-bcda-b8ade0097507,[37.0]
81be2497-7f8f-4f6e-bc57-51a8fca0c047,[37.0]
f8c29dd7-33c2-4f4b-8057-70e1566e2e46,[37.0]
496f5ab8-ce25-499e-91a8-312ef393a2ec,[37.0]
a465f945-c066-4838-a85f-dc0e8e0954f9,[37.0]
146d72eb-7917-446c-8240-471cef47a91b,[37.0]
f56f5280-f968-4ac8-8d2a-6d6b2c4fdaa2,[37.0]
7669995a-7d9a-4116-94f3-57e822bd9d20,[37.0]
dd9f6803-84b4-4ef1-a791-f63e7d1438c2,[37.0]
7bfa295d-06ba-4482-b164-45743a3e7808,[37.0]
d02268cd-1013-43e9-b45c-641974e51fdf,[37.0]
c9447d5e-db39-4662-a860-c9f41bd2d7a8,[37.0]
64da0249-d3ce-48e8-bb23-c0a318b91426,[37.0]
fc565b74-9489-455e-be95-2b3909b3da9a,[37.0]
fb348c68-d5eb-4975-b784-8af3c2c2d245,[37.0]
fc71b254-7aea-42c0-811d-411736aa7e00,[37.0]
3a3988a9-a5e8-435d-bd31-914a9430d3a4,[37.0]
acc5a020-9687-46b1-b5aa-bef760fd1dd3,[37.0]
6cc60337-27e2-4593-b6fd-84daf4c12520,[37.0]
9347acb9-b9d8-4069-acf4-226fb93bbc4e,[37.0]
299df7e4-629b-4745-8c7a-395345e2ec99,[37.0]
83e6a5c9-6405-454d-a09c-0e248758cbcc,[37.0]
aceb9ad8-1779-4838-8b6f-bb72cb18ee60,[37.0]
91818249-ae97-42a1-98f6-541bac0472a7,[37.0]
adf607a4-3a16-49ee-bb66-67f901bb160f,[37.0]
0b76617a-7ce4-4eb8-95dc-67a89579d413,[37.0]
98987ad9-aeba-400c-a598-e3a4c9c7cee2,[37.0]
a00b764d-c50c-44f3-97f7-0730bbb4e42f,[37.0]
7c00fe6b-64f7-414d-b2e4-5d47e7253176,[37.0]
f7687fe4-4b94-4938-a706-7f1072d497ba,[37.0]
528f2fef-5da7-45ce-8958-e735659f06e3,[37.0]
1295646e-0bd8-4787-aa8d-249266f8bd33,[37.0]
661c1cee-3a89-46a9-a59b-56b16b27fac7,[37.0]
708ad9a2-3d89-42d7-9283-feb8c372ecb9,[37.0]
29170ca5-57e5-46e3-8801-c856b4a40bdd,[37.0]
da30e9cf-55f3-4795-adbb-de782b1aebf3,[37.0]
22e42237-f5d1-4748-8eeb-8d3779bc9a2d,[37.0]
e5c4698b-4527-443e-87ef-ee38a6e3f632,[37.0]
75c0c41c-5188-4550-b094-32382dcaaf0c,"[37.0, 174.0, 202.0, 203.0, 205.0, 211.0]"
76a9e217-ff09-4ae2-9c21-e69f8ed4d710,"[37.0, 52.0, 100.0, 203.0]"
56141e4d-0329-4d04-b2c4-9df1436ac8be,"[37.0, 52.0, 146.0, 174.0, 205.0]"
e8727d47-2e5c-40a0-8218-8b374494cdbf,[37.0]
ee2994c5-9ba8-4290-bf1e-a3de502629f8,[37.0]
a58e716e-2994-4ef9-882c-471eebe2b2a8,[37.0]
e1310774-3c7b-4269-8554-92f13699d749,[37.0]
5fa12a42-f1e4-4474-8df2-3655751c40ab,[37.0]
f9ee6bce-1e69-4e13-b320-a12a434ec7b4,[37.0]
92ef70d2-feff-42de-8f0d-11ffa0092744,[37.0]
0682f26e-ee1b-4aa2-96b9-e2bbe96278a1,[37.0]
68fbea37-a888-489d-8142-c46195cf78c1,[37.0]
6de4eeaf-a21e-4833-8971-66a0b6d6f09e,[37.0]
9f4cd834-87c3-4975-9e5f-4e29e8837cf2,[37.0]
7eee36f0-d173-4a67-b9fe-7f4124be07f9,[37.0]
afc6233b-2173-4486-99d9-d62d9ab8943d,[37.0]
743b668e-5045-4fd3-b0b6-0f365736b9da,[37.0]
ca24348c-0d88-4eeb-a233-b61a55e0dad3,[37.0]
88e992d7-2ed9-4622-9660-fcc50992a7a0,[37.0]
2ffb0377-30b7-4dfd-ab05-f2cded155fd9,[37.0]
561751da-d288-47f3-b12d-73a10a49df9b,[37.0]
b633dc09-c696-446a-86d6-6ca5ff2b253c,[37.0]
fd461211-5051-43d7-84e9-22824f1d08b7,[37.0]
7f9fb773-8318-41c3-add8-67c7e1664010,[37.0]
076795b7-eeb1-4754-b3f5-6b15dfdb914e,[37.0]
f273f07f-8811-4919-93ff-5c8d9c553e3b,[37.0]
17dd1df7-3357-4c5a-96e6-0fee10c7d984,[37.0]
c247c0a2-7c1f-454f-b1ac-624063c5764b,"[37.0, 52.0, 70.0, 119.0, 160.0]"
1c9c64b9-39be-48d1-aef3-2da59df019a6,[37.0]
29dda193-3898-47ce-9824-825ba4a202ee,[37.0]
d888cc17-c992-4cf6-8dcc-cb412c469fdc,[37.0]
7e0a048a-fda9-4752-a0d7-d4f60cc65fbd,[37.0]
9cb9980b-4790-473d-9896-20ac5d5df7d5,[37.0]
aa57c128-692c-492c-b585-f4ab0a0f9abc,[37.0]
6e335a95-1e08-4442-b4ba-36f0e007b691,[37.0]
a25d08cd-1dff-46af-b788-848c04174111,[37.0]
d8fdc38e-ff52-43fa-98d0-6c9311e9d20c,[37.0]
a946c1e3-15bf-4675-9bc3-27c69ee50544,[37.0]
cf43547c-ae14-4bd8-89bc-22ba57b62ade,[37.0]
7b7409f6-0baa-4842-82c3-17079b705642,[37.0]
13a3463b-a862-477d-a04f-90281de666dd,[37.0]
c25d942f-f2ee-4e8d-8fba-7980a20701ac,[37.0]
035db6c4-0dae-4218-8a25-44fd97fec323,[37.0]
b0b2b1fe-5fd8-4088-9a53-ac7f31547f3c,[37.0]
d4a40025-a0fe-4762-a148-8dfd6ce15973,[37.0]
7749530d-ee93-4235-ac44-6311da7e9606,[37.0]
0020e399-6169-4bdb-b483-5400d13a630b,[37.0]
8859c490-0c66-45f9-806b-df75190af4b4,[37.0]
66d212e1-05e7-40c5-84af-93ab148f8db3,[37.0]
0dd12fff-b1b4-4e49-83a8-8eb9c5a4d7ba,[37.0]
6b9460c0-6eb1-4e2b-a76b-c8dc6e6c7dde,[37.0]
662facfa-36fa-459f-a5c6-435b561d57e7,[37.0]
3be2cf36-a4ae-45f7-a794-528171bc1123,[37.0]
e9dcddac-6ac6-49da-b576-08b819a677f8,[37.0]
06b46506-f61b-4951-91fc-016290534ed9,[37.0]
a4c4052e-9d31-4631-81b6-54b55937c631,[37.0]
d00e772e-dc50-4a08-8c4c-f4eb40173a0b,[37.0]
0ddfe473-45ba-4e38-8028-3b4af88efaf1,[37.0]
d72427d6-5050-490e-bcf9-313b21738867,[37.0]
e1dd4ef6-b30a-41c5-9952-df493bb35115,[37.0]
02d2fd64-a95d-4a17-9b6f-d43095e62b08,[37.0]
125db56c-821e-4beb-9272-68246442b4c6,[37.0]
7cf74457-94fa-46d0-ad21-f8e73173d4a1,[37.0]
0c307f78-c864-474f-8550-ae9d04c9b468,[37.0]
338908bb-3d6f-4e62-9dca-ed8ff917f8d3,[37.0]
35cff1f5-9765-4941-8c95-4930f8ff86fa,[37.0]
cb4ea41a-7e42-453e-bdbb-dbb8eef75d76,[37.0]
98396d27-99f0-4fa8-8e54-c60c52d98a90,"[37.0, 119.0, 160.0]"
ab6fb15a-fd18-48ef-be5b-284b3537bcf7,[37.0]
b0107304-fd36-4e45-acdd-5e3744a820dc,[37.0]
aad98abd-f5ba-4471-851e-88c53d0cbdc9,[37.0]
51cbc4b6-ac42-4a0e-a68e-a9044165c659,[37.0]
e7aadd7f-bc7e-4809-a5da-d67f5a7a558f,[37.0]
4de8b5e3-c1cc-4ee2-a208-3ce1c7d3c81e,[37.0]
e1373e80-62f3-4ba2-b3dd-557ab86f1804,[37.0]
0e6f2e15-32ca-43b0-b388-18e53107cd25,[37.0]
f115160c-f6a5-4d7b-a200-e670f494bd2c,[37.0]
fb76f6f9-b927-4d0d-af12-4caca6880b5f,[37.0]
1945f905-0536-46c9-ba3a-619e023e1c3e,[37.0]
660d318f-f26c-4b41-b980-2c4c65ec7a92,[37.0]
78c169be-b667-4e26-be8d-7ebbb7c48375,[37.0]
c0027467-cfce-4d83-a597-7673314fb144,[37.0]
d696748d-ccd6-4650-a422-28b1daafff78,[37.0]
ebed1b8d-013c-477d-9ade-3cc70ac79648,[37.0]
84b07328-1ab2-40bd-a6a9-5298f1e77cf5,[37.0]
aea60001-93b8-4967-bb32-2f6de90ad8cc,[37.0]
855721b4-8a23-471e-90ff-fa29c36b0ae5,[37.0]
911acb74-704b-4b51-b293-128b276cfcba,[37.0]
2eab8845-7704-445c-822a-aa1ae21310e5,[37.0]
93540767-8592-46a8-89c8-b07633f55008,[37.0]
de1bdba1-8319-4ea3-aaf7-b039e5d5bd58,[37.0]
2ef93bdf-6782-4fa3-a48b-0f12fc268cdd,[37.0]
6226f79a-1048-4b1d-9e7f-23ffb31eb855,[37.0]
f056ced6-9d6f-45bd-b57f-8d2dafdede63,[37.0]
62297660-9bd7-4ac4-a082-901d793de59f,"[37.0, 146.0, 203.0]"
df94b805-3ff9-4d11-b066-d184ef4c3a6e,"[37.0, 105.0, 119.0, 146.0]"
12b6472a-bfc8-4656-b7e4-4d894d792e38,[37.0]
f5179921-e655-4418-9c72-4f388e355371,[37.0]
54df2ab4-4d3c-4bc2-93d1-e301b04731c6,[37.0]
626e7676-fb90-4bdc-9cb2-9bf931e8b91d,[37.0]
d154e4e6-a487-442d-ba64-66da352ae68c,[37.0]
54200714-78b6-4ba8-b367-1af6624882d2,[37.0]
17f0e092-69f1-42aa-9a66-a1381fdbf026,[37.0]
768d2f55-6297-43cf-9c6b-6e1f72fbdf86,[37.0]
30ffd80c-9748-4491-821a-9b0ce485d942,[37.0]
f3aadea1-2c03-4109-a97c-eca931474fa6,[37.0]
36edc0ec-0902-4ff4-a170-f70187d8ff39,[37.0]
cac16836-a902-4dea-9f60-f43fd79e5ecd,[37.0]
b584a3f4-f345-4b3d-8d91-566f25a551c8,[37.0]
8201a130-8558-4aed-82a9-322ffced4c5e,[37.0]
025295de-fb08-42f0-a33d-477ec41e12e4,[37.0]
fd9fe7d3-5f18-4ed3-8ef9-17ecc806edc5,[37.0]
7df4ee6c-44fa-4e4b-8099-85e86fa29057,[37.0]
53fd3c7b-89a4-40c4-8bd4-57463dd30ba8,[37.0]
f84e5991-9824-4692-8c23-9117ea88030e,[37.0]
15682d82-8a7d-454c-aef3-41b24bf8ac07,[37.0]
b2c9cf4d-5686-466a-87b5-8ee964a2150c,[37.0]
642959ca-9f58-420f-9b46-1450ee6b121e,[37.0]
9a0dba0d-25d4-4958-81f2-b12f7415bf09,[37.0]
1623b7b5-f52b-4c2d-b4a4-d054ab656f68,[37.0]
f6443996-64fc-4028-9a69-985235217520,[37.0]
7eb785b1-c967-4c1c-8362-c0864ca28979,[37.0]
d68fc663-7c0f-449f-8a4d-a6075942be45,[37.0]
109c5174-9974-474d-995d-96d65bca549f,[37.0]
9298df86-3572-472c-a4cb-44cb9b026391,[37.0]
0ee2ab21-4a62-48ab-9a6f-1671bd6e9a57,[37.0]
dd6a9c71-0905-4074-8d34-bfefc4dd99d4,[37.0]
76a8eed9-7023-4460-b474-b28bbe8f948c,[37.0]
89e3b9ef-7abd-40cc-bf3c-3774c494de39,[37.0]
90a736a6-91dc-4b25-833a-6bc65f560eed,[37.0]
64288cd9-0011-449b-9647-eb821f421bb6,[37.0]
8c59308e-67d9-41cb-a2b3-b8a2a345de77,[37.0]
8c4003f7-1224-4df3-a6d9-89f8d1f7fa9f,[37.0]
432b067b-4803-489c-9794-ed5a3eaec1d1,[37.0]
6dd79088-bf3d-4c2b-b4f9-4fcf2df3ffdd,[37.0]
d9a20af0-066b-41c7-9650-a705d1ca145a,[37.0]
0bdf910b-fc36-4dd9-9e10-ebeedcceb401,[37.0]
98153c53-549b-438f-86ac-77b84c8a233c,[37.0]
5154d4f1-0557-44b0-9e88-8e097b1963a7,[37.0]
2629942e-0f57-4321-b16c-54ac687f761c,[37.0]
2b3dc4db-d8b9-4449-bc05-8c7ff8326396,[37.0]
d7739b95-7398-498d-ac76-d78cba758760,[37.0]
4df8ea9f-f5da-4a77-8bfa-d85f96f88845,[37.0]
dc4a803a-dacf-480e-badc-c4b7fd28a713,[37.0]
64689061-2876-444a-ab24-4c42bb3c362b,[37.0]
5c6d81d1-971a-42ba-b351-5ff130b2c8bf,"[37.0, 66.0]"
25ad169c-9f10-45fd-8c60-bef192e7fbf0,"[37.0, 51.0]"
c1c4e61a-0050-4f19-ac1a-87903f2cdf3a,[37.0]
c2b3d82d-1931-4ea6-8cb8-8253ae19ba3d,[37.0]
b7a6fcaa-0e13-472f-b733-a2ff0fa5fa77,[37.0]
4f02c5c2-f50b-4cfb-869f-83255734b473,[37.0]
5e53d5b3-6174-4cd8-b472-40332e485466,[37.0]
458f9a14-a351-4d54-a353-4b5d3b116d77,[37.0]
f8fa56b8-d818-4787-a60f-b381d864897b,[37.0]
f8ad3c64-fae6-4e9e-b28f-4ba8041f30b8,[37.0]
6ffe264f-e38b-43d6-b639-ecf83e38b468,[37.0]
d16105d4-d06e-4347-8890-cbffe07eba2f,[37.0]
cf3bd318-915c-4025-b446-88bf84544807,[37.0]
ed716ec6-d199-4a18-b594-9d1a6aaded27,[37.0]
3be259d8-7877-4a17-8ff6-5ef712c28976,[37.0]
ea10f9ed-a5a4-4523-8be3-5836a2829517,[37.0]
3db0e24c-f407-47f8-bce5-bf321f6ef5f7,[37.0]
2bbc7c1a-315d-4b71-9b5f-4dcfdab13f90,[37.0]
b7af0e1f-3b17-4191-b37b-c47e4d92cdf4,[37.0]
39b0a49e-6e62-4f59-b36c-62052fcde609,[37.0]
cbe4badf-77fb-4317-bdb6-349171c1ef6e,[37.0]
8d1db033-f817-4154-bccc-6275525380b3,[37.0]
7b4affb9-c544-4bd2-90d2-386dc7e82344,[37.0]
9a3d7d95-a024-415e-9fd6-b3262f008496,[37.0]
28284044-4aea-4fc0-87db-262791e35880,[37.0]
e251075f-349b-442f-8b3a-50d9d46aae4d,[37.0]
08a4bf26-0df9-415a-a439-09e9c4189047,[37.0]
639f8b9e-04c2-4656-9294-338c457a79a9,[37.0]
08d737e9-c986-482f-9432-ce97fe7c5a9d,[37.0]
b282c6d4-6eec-40eb-b5ac-4d5324a1b40a,[37.0]
31dd72bb-6348-4734-a91e-4173d3a5887c,[37.0]
ff9747e8-7bf7-41eb-b44b-a108d069a83f,[37.0]
6b36742a-668f-4953-af3c-b2aae6b15266,[37.0]
62b75578-afe3-47c9-9da5-ef4728380ca4,[37.0]
e6c6c729-b9b8-4ce0-a86b-21f51d42484e,[37.0]
6154bb6c-cd2a-42f0-b84d-6f90ea6fba55,[37.0]
1f63a8ef-71f1-4ff4-8592-cb5f51b48e43,[37.0]
b3a0edfd-b4b3-4266-a3bc-8246dcaff3eb,[37.0]
322523b5-a91a-4197-9b3e-c9cdaeb65876,[37.0]
e1b3441a-8869-479d-aeb4-d1d9382ae29b,[37.0]
3ad14cf4-1308-43af-a8e4-3f23ee2db3c3,[37.0]
a21c35b4-6773-4edd-81b4-82b028e50342,[37.0]
2f93373e-95a7-46ba-b7f6-d6645e212597,[37.0]
f36e6163-5ccd-4e77-94ec-6ed5a303ea41,[37.0]
a7390710-03ba-4638-9f3b-ab5aedec9fc0,[37.0]
908ff344-cdc4-43ab-aac9-9359a1bb50f1,[37.0]
bd3af8aa-6397-4bec-a8f3-6382288781ea,[37.0]
56e641d1-e3d6-47cb-96dc-3d2d44995566,[37.0]
c74bd66b-c3ef-4541-8fdf-da99b1c37118,[37.0]
69876366-f4ef-4f6c-9cbd-7abb9683a4a2,[37.0]
7773c09c-0cbf-4caf-9cf4-98e30de9759d,[37.0]
776e8642-4b62-4bcb-b299-8a550c817613,[37.0]
24a90e85-c39a-451e-854d-24e69344a817,[37.0]
1caaa5e3-5b6a-44ab-8c9b-94a255976ef4,[37.0]
3527bb7b-3866-42e6-9b72-f11e8e7fe8bb,[37.0]
b6e4e25d-a7af-45d2-a0c9-eeb96edd871a,[37.0]
1da5720f-93e0-4e67-a89d-c0f6384780ab,[37.0]
33714d3b-5bb8-440d-a55d-836b90346504,[37.0]
629399e9-d13c-4357-b750-00f1667c9f55,[37.0]
4da0db68-08ea-4e77-ac78-cde0a0e372b9,[37.0]
a2deccdc-8965-465c-8d87-75b258abd1b5,[37.0]
d9652324-2372-44c7-bbb4-ca3025eb1f61,[37.0]
19976b36-5985-41f9-92b6-4ebfbec21746,[37.0]
98bbdd6b-cc73-4967-bb2b-c504116d9372,[37.0]
b5587ba0-321f-4c03-9e2f-c6a86c5a8166,[37.0]
b17f581c-5bc0-4502-af62-e6f4ed409822,[37.0]
060c4d9a-e5bb-48bf-b177-0ab4aa8c97cd,[37.0]
922e9ca7-5caf-4575-ab01-3ad5903f0733,[37.0]
bc9e48a7-6dff-4f18-b88f-5ef5b0d2d20c,[37.0]
1ff8d0f6-8acd-45af-a9ac-16cc91cfee98,[37.0]
578a3844-d080-47ab-95eb-bfb6509a42ba,[37.0]
c923ce78-50ea-43df-bea0-80327dd5f8d6,[37.0]
0a73701d-05d0-4336-a2d1-410e3e6b364f,[37.0]
bca512c9-9b50-4afe-bf1f-c7db6e7c35e9,[37.0]
e7da049f-56d0-40b7-8493-bfdc532c0d74,[37.0]
c84b6444-325a-423a-849f-c3cc6c771815,[37.0]
8e02ccc9-bdce-4241-8157-1539c2623cff,[37.0]
15e00518-1411-4dca-9455-ee2966476914,"[37.0, 51.0, 119.0, 133.0, 160.0]"
eba03134-d76f-4c4f-87d7-07a0f3aae233,[37.0]
4bb08ec7-15cf-404c-b747-a53e2ba487ee,"[37.0, 119.0, 133.0, 160.0]"
844ff1d0-fd0c-4d2a-99f0-f6b1621e6627,[37.0]
2b29eed9-6589-4e22-8d87-293dc9d67c1f,[39.0]
a4ad7310-e76f-4b44-b571-5692ba415dc1,[39.0]
7d66937f-dd3d-4c26-a76a-ffc4def1526b,[39.0]
684da2cd-62c7-471d-b3c8-ff2198b94a29,[39.0]
33019395-b288-4aad-bd2c-c69e6480eb54,[39.0]
517e3a1f-0f85-4cd9-b9e8-154217ae8b94,[39.0]
2705eb3a-82a3-4377-8155-511ee7ab6210,"[39.0, 52.0, 70.0, 88.0, 119.0]"
80be05e7-95a6-4987-a57e-5050b19fc2bb,[43.0]
bb0ffc60-21e8-4cfa-b6a0-079083f11163,[43.0]
85024582-cc13-4412-82de-f700634428f6,"[43.0, 214.0]"
51f0c79b-0d53-459c-946b-6fe9c0b28c87,"[43.0, 105.0, 120.0, 125.0, 160.0]"
fdfd2ea8-f2a7-4c64-a96f-20dca7b6cffd,"[43.0, 105.0]"
46fcabfb-63d9-479b-9555-b43dca4a1105,"[43.0, 125.0]"
765bbdb3-ab6c-440d-a7d9-25d108133b90,"[43.0, 125.0]"
7d64e1fd-b62f-480d-8724-6db2ec46cca9,"[43.0, 119.0, 160.0]"
3915b3f2-592c-4316-8273-6888edc2613e,[44.0]
e41df438-e065-4889-b454-7cc1c687afb2,[44.0]
0ddf2553-0a8e-4257-8e23-c92752af39cb,"[46.0, 88.0]"
f8ee3b9a-56d6-48cd-ac44-8e761de60d8c,"[46.0, 88.0]"
102f9d6d-0ddb-4d37-9749-f44a8c06a54f,[51.0]
94cf3e1f-7252-4e59-86ec-a2f0791f0e80,[51.0]
23025e8c-65e9-4747-8eb0-c126d504ffed,[51.0]
aab77fb5-d7fb-4a47-adb1-62a89e9faa49,"[51.0, 88.0, 119.0, 257.0]"
5d462326-be2b-47e4-85dc-ea33ec8ab9ad,"[51.0, 160.0]"
b8d1a9bd-a4d3-4fa5-ad15-df4976f372ff,[51.0]
aa1ccc81-1331-4a7c-9635-88514ae8ec80,"[51.0, 125.0]"
53df9a65-3e4b-481d-90b3-2be61c86a36a,[51.0]
3543e680-a661-4724-9a3b-9da54d88a057,[51.0]
14ff0c2b-c1e1-481e-a9e5-ca1393d550fd,"[51.0, 88.0, 100.0, 119.0, 131.0, 133.0]"
7c18d75f-0d80-4d2a-9bed-0f0ba6e4cff9,[51.0]
49c60ed0-30ec-47c9-8b88-b47871969d0f,[51.0]
a34a78e9-d05e-4f26-b817-6851a1be892b,[51.0]
70f13ed8-7ae6-4919-92a5-df2c29411290,[51.0]
43b94129-4ad4-49a3-99a9-f340dd2d6f21,[51.0]
51ad0673-09c3-4228-860d-352670180e9a,[51.0]
348cbfb3-b467-4b3e-a2de-a801b86b4572,"[51.0, 88.0, 119.0, 160.0]"
360ac4f5-9f62-43b2-b340-4ec3fab7efe5,"[51.0, 88.0, 160.0]"
12654d69-c0d4-4d33-940a-931e74e50917,"[51.0, 88.0, 160.0]"
4a6b38ed-c6eb-4fd9-b082-ee53e4808c9a,[51.0]
02b7262c-f81c-497d-b6c2-e919f996e9e9,[51.0]
f6f91c28-720d-45e5-80ae-1a5df4a6c0db,[51.0]
e2547163-cc08-4f52-9648-66b22cb78014,[51.0]
cb09b40a-644e-4312-8114-d4e1b9ce1fc7,[51.0]
3e542717-bb35-4b78-af74-e5e069db161c,[51.0]
cad61c7c-f005-4278-9bed-d0d4d71feb37,"[51.0, 160.0]"
7e621106-b31d-47b9-8858-6fe667de14c1,"[51.0, 160.0]"
554582fa-c7b2-4887-88d8-4b7d94654ff3,"[51.0, 119.0, 160.0]"
4b073263-ec9e-4815-9c5a-5f714a2afe5a,"[51.0, 119.0, 160.0]"
1d8a35eb-df7a-48fe-a00c-87a9705d1c3b,"[51.0, 160.0]"
979ee88d-aae1-421b-8215-f61189aa459f,"[51.0, 160.0]"
be689d73-fec7-4f73-84c8-2b311811b570,"[51.0, 104.0, 160.0]"
d720ee7a-c1b1-4a8d-bae9-236fff24c995,"[51.0, 88.0, 119.0, 160.0]"
0151a89c-348f-4d34-a88f-5adf61893b62,[51.0]
0c9b0870-786b-4e6b-88f0-bdb3584bab39,[51.0]
c8170ea5-0f16-4152-b778-ccf767e57d87,[51.0]
5f973f4a-0020-4fc0-99e3-3110c0735b7b,[51.0]
021f0aa9-d502-4eaf-94af-7b1b96d62290,"[51.0, 125.0]"
2a028fda-370d-470a-8072-b6ebaaf10002,[51.0]
1bfd53ef-13b0-4506-be5d-7c85475a8df5,[51.0]
b5148862-607d-4d9a-abf2-7c7a9bc6e545,[51.0]
6772d349-3e30-44df-ba12-ada435cbcf47,[51.0]
88ca43fa-4146-4863-b25e-d91693199216,[51.0]
5a335b5a-4044-4b8a-b79e-ea7512e7231a,[51.0]
a21b1fcb-7373-4000-bb5c-43780842f8bc,[51.0]
88713f4f-d889-470c-a6cc-5577d3a8e0c9,[51.0]
a536c670-a79f-46da-a98f-764d939166e2,"[51.0, 88.0, 119.0, 160.0]"
cb69f7a3-45cf-45b2-802a-aadf7930f273,"[51.0, 160.0]"
704a9a05-7be9-4eef-b807-7bbabe029a29,"[51.0, 160.0]"
2c60de30-248b-42f1-ad31-84eb59fcc412,[51.0]
93066b90-40e3-40a6-b4a4-125f69765c5d,"[51.0, 88.0, 119.0, 160.0]"
60e3fbc2-616f-48da-910b-dcd3355be5b5,[51.0]
4d74910a-f836-4306-8e51-0461f6fdc603,"[51.0, 88.0]"
65400206-5af9-41f3-9d85-d6a44beadf7a,[51.0]
ac5020b8-e145-4420-a431-8e43f128de44,[51.0]
915e056a-d1c8-4458-beca-c47d21953f6b,[51.0]
8ca08025-2ea3-4eac-a62a-9b113ccf87a4,[51.0]
aed7d9af-7e64-4c3d-b3da-a79ce5105682,"[51.0, 119.0, 131.0, 160.0]"
d3062529-9c95-4a1d-8701-bfabe2d69ee6,[51.0]
52498ca5-e831-4724-ae26-9e42a3fa6638,[51.0]
6dd8fb02-caf3-4f76-8c7e-18978ae1787a,"[51.0, 88.0]"
1aee54af-7ac4-471c-9bd6-849106e1ab2e,"[51.0, 52.0]"
b32a8c2a-1c84-4a91-b6a6-7a48f0f22973,[51.0]
cf9f9ba3-b27a-47e7-b0d1-91061a545237,[51.0]
de71583b-1133-4a61-a040-e63b4ff31f8d,[51.0]
84d54a07-5901-4db7-b9c9-c31b74bd5a47,[51.0]
4209c4e0-6bfd-4fc8-b779-85357f83ad6f,[51.0]
dd275ab9-2ec2-4c00-a821-ba7a3709dfdf,[51.0]
3e1b2b2d-faf9-4fd5-87de-c4e7f54cabc0,[51.0]
a80b04a3-e194-4970-9a0f-1e21b082424a,[51.0]
93478933-2106-4ab0-b68a-1858c5f69b06,[51.0]
f48a2539-2254-4b37-b6d9-ef32f46937fd,[51.0]
95b6287d-5065-4f00-8ca0-958c5df63753,[51.0]
5852aeca-8020-40dc-a5eb-52fa80186864,[51.0]
dd5fcd4e-f6c2-4d70-bab0-997914157812,[51.0]
7f9345b5-57da-41b4-83ad-efb11b22415d,[51.0]
7963bfd5-89ea-4aa4-b916-8c4648669b1b,[51.0]
dedebd5a-d768-4f87-81ab-abc3d4a8122d,[51.0]
202c8b63-1ffc-4899-ba4e-3638076a6e21,[51.0]
0e737946-efd9-4210-a0fc-a80b173a2f18,"[51.0, 160.0]"
db1f178c-8b66-4249-93d6-70f8671da7b2,"[51.0, 160.0, 259.0]"
367e6bab-c33a-4e2d-b7f0-ce143a7403ab,"[51.0, 160.0]"
1abe9848-fac6-42c1-8016-3614903406cd,"[51.0, 104.0, 160.0]"
69b55a68-d346-41b6-90c4-7f5e24686fd2,"[51.0, 160.0]"
04b56b33-9591-4906-b799-880540420f48,"[51.0, 160.0]"
49371a63-5cbc-49f2-81f4-4b6feade7769,"[51.0, 160.0]"
670a2c0a-1440-4d19-9f6f-1c3a47744568,"[51.0, 160.0]"
fb0e7f03-c99d-4a4f-94f4-5fdf4e805244,"[51.0, 160.0]"
672e3613-2f40-43f8-a6a5-df303f705d30,"[51.0, 160.0]"
045a3e03-16cc-435e-b64b-db5f19758dce,"[51.0, 160.0]"
40ccab8f-0a6d-4446-9706-de3d74e999eb,"[51.0, 160.0]"
74293859-acf5-4d29-828d-463ab364bb48,"[51.0, 160.0]"
8ca47b28-e529-49d0-90f5-4ded3b660951,"[51.0, 160.0]"
82c15d8b-696e-4a9f-add5-dd70bd4a8ce4,"[51.0, 160.0]"
7cc60314-099c-46ba-8f9c-554ede8e2b81,"[51.0, 160.0]"
9cb025a5-86f6-40b4-a437-4f26f43a3bc7,"[51.0, 160.0]"
fb8b7920-cf35-43b4-8bc1-3b89ce1661f5,"[51.0, 160.0]"
1c01a0ed-216f-4c76-b053-50f17c6603ec,"[51.0, 160.0]"
7c57f573-9421-4be2-8f8a-40350dd6b556,"[51.0, 104.0, 160.0]"
6edc962a-6abb-4043-b70a-d772901c4b08,[51.0]
fab3f466-c8ab-493b-8d43-362da26dd50d,[51.0]
d0c3b8ce-b388-4ae9-a632-d9c8a21e81df,"[51.0, 88.0, 146.0, 160.0]"
6b5e1f45-c66c-4c58-bc43-47f1fae1957f,"[51.0, 88.0, 160.0]"
f129ddf6-d102-4f2e-ac5e-692bca050d72,"[51.0, 88.0, 119.0, 160.0]"
692f4113-b9bd-423f-b635-1d160aa68e36,"[51.0, 119.0, 146.0, 160.0]"
c78a173b-7e3e-4129-a59d-6bd5a2309daa,"[51.0, 119.0, 160.0]"
09ad82c4-d2ab-40c9-b5a9-cb9f6655f7ad,"[51.0, 119.0, 125.0, 146.0, 160.0]"
f04790eb-c853-44b8-8294-3487e4732429,[51.0]
